vehicle_id,trip_id,route_short_name,stop_sequence,current_status_name,latitude,longitude,speed_mph,occupancy_label,vehicle_timestamp,vehicle_ts_sod,arrival_sec,departure_sec,actual_delay_seconds,delay_minutes,is_delayed,snapshot_ts
0133,3926289,60,1,INCOMING_AT,37.41007614135742,-121.89159393310548,0.0,EMPTY,1775421033,48633,49740,49740,-1107,-18.45,0,2026-04-05T20:30:51.928242+00:00
0134,3926288,60,1,INCOMING_AT,37.409908294677734,-121.89149475097656,0.0,EMPTY,1775421033,48633,48540,48540,93,1.55,0,2026-04-05T20:30:51.928242+00:00
0137,3918073,23,6,IN_TRANSIT_TO,37.35636138916016,-121.848388671875,14.37,EMPTY,1775421033,48633,48614,48614,19,0.32,0,2026-04-05T20:30:51.928242+00:00
0139,3918070,23,54,INCOMING_AT,37.32304763793945,-122.04214477539062,0.0,EMPTY,1775421033,48633,48797,48797,-164,-2.73,0,2026-04-05T20:30:51.928242+00:00
0141,3918071,23,29,INCOMING_AT,37.323631286621094,-121.91356658935548,14.11,EMPTY,1775421033,48633,48469,48469,164,2.73,0,2026-04-05T20:30:51.928242+00:00
0142,3929072,68,1,INCOMING_AT,37.33037185668945,-121.90225219726562,0.0,EMPTY,1775421033,48633,48660,48660,-27,-0.45,0,2026-04-05T20:30:51.928242+00:00
0144,3918072,23,11,INCOMING_AT,37.346797943115234,-121.86834716796876,0.0,EMPTY,1775421033,48633,48156,48156,477,7.95,1,2026-04-05T20:30:51.928242+00:00
0145,3923874,Rapid 523,1,INCOMING_AT,37.33824920654297,-121.88357543945312,0.0,EMPTY,1775421033,48633,48840,48840,-207,-3.45,0,2026-04-05T20:30:51.928242+00:00
0147,3929009,68,91,IN_TRANSIT_TO,37.33560943603515,-121.89189910888672,0.0,EMPTY,1775421033,48633,48853,48853,-220,-3.67,0,2026-04-05T20:30:51.928242+00:00
0148,3923873,Rapid 523,23,IN_TRANSIT_TO,37.37582778930664,-122.02947998046876,9.03,EMPTY,1775421033,48633,49020,49020,-387,-6.45,0,2026-04-05T20:30:51.928242+00:00
0154,3929010,68,70,IN_TRANSIT_TO,37.27686309814453,-121.83390808105467,33.57,EMPTY,1775421033,48633,48720,48720,-87,-1.45,0,2026-04-05T20:30:51.928242+00:00
0156,3918011,23,3,IN_TRANSIT_TO,37.32282638549805,-122.03528594970705,0.02,EMPTY,1775421033,48633,48620,48620,13,0.22,0,2026-04-05T20:30:51.928242+00:00
0159,3929071,68,47,INCOMING_AT,37.20063018798828,-121.7361297607422,0.0,EMPTY,1775421033,48633,48720,48720,-87,-1.45,0,2026-04-05T20:30:51.928242+00:00
0161,3918010,23,27,IN_TRANSIT_TO,37.32341003417969,-121.92366790771484,23.4,EMPTY,1775421033,48633,48737,48737,-104,-1.73,0,2026-04-05T20:30:51.928242+00:00
0162,3929012,68,5,INCOMING_AT,37.017112731933594,-121.57359313964844,0.15,EMPTY,1775421033,48633,48480,48480,153,2.55,0,2026-04-05T20:30:51.928242+00:00
0163,3918008,23,52,IN_TRANSIT_TO,37.358245849609375,-121.84380340576172,0.01,EMPTY,1775421033,48633,48960,48960,-327,-5.45,0,2026-04-05T20:30:51.928242+00:00
0164,3929057,68,31,IN_TRANSIT_TO,37.26029586791992,-121.81039428710938,0.0,EMPTY,1775421033,48633,48480,48480,153,2.55,0,2026-04-05T20:30:51.928242+00:00
0166,3918093,23,42,IN_TRANSIT_TO,37.3232421875,-121.97727966308594,26.61,EMPTY,1775421033,48633,48749,48749,-116,-1.93,0,2026-04-05T20:30:51.928242+00:00
0167,3918035,23,13,INCOMING_AT,37.3229866027832,-121.99273681640624,7.77,EMPTY,1775421033,48633,48347,48347,286,4.77,0,2026-04-05T20:30:51.928242+00:00
0168,3926287,60,24,IN_TRANSIT_TO,37.352684020996094,-121.93962097167967,27.35,EMPTY,1775421033,48633,48480,48480,153,2.55,0,2026-04-05T20:30:51.928242+00:00
0169,3926321,60,17,IN_TRANSIT_TO,37.3657341003418,-121.9227066040039,30.41,EMPTY,1775421033,48633,48780,48780,-147,-2.45,0,2026-04-05T20:30:51.928242+00:00
0170,3928314,66,15,IN_TRANSIT_TO,37.42097854614258,-121.90444946289062,7.08,EMPTY,1775421033,48633,48609,48609,24,0.4,0,2026-04-05T20:30:51.928242+00:00
0171,3926965,61,47,INCOMING_AT,37.37913513183594,-121.86785125732422,13.22,EMPTY,1775421033,48633,48783,48783,-150,-2.5,0,2026-04-05T20:30:51.928242+00:00
0172,3927492,64A,39,INCOMING_AT,37.33908462524414,-121.88555145263672,4.05,EMPTY,1775421033,48633,48606,48606,27,0.45,0,2026-04-05T20:30:51.928242+00:00
0173,3923809,Rapid 523,29,IN_TRANSIT_TO,37.33885955810547,-121.88397216796876,13.71,EMPTY,1775421033,48633,48960,48960,-327,-5.45,0,2026-04-05T20:30:51.928242+00:00
0175,3923849,Rapid 523,7,INCOMING_AT,37.323604583740234,-121.91302490234376,21.88,EMPTY,1775421033,48633,48597,48597,36,0.6,0,2026-04-05T20:30:51.928242+00:00
0176,3923848,Rapid 523,14,IN_TRANSIT_TO,37.32313537597656,-121.99971771240234,29.94,EMPTY,1775421033,48633,48683,48683,-50,-0.83,0,2026-04-05T20:30:51.928242+00:00
0178,3923810,Rapid 523,12,IN_TRANSIT_TO,37.33060836791992,-122.04148864746094,28.59,EMPTY,1775421033,48633,48603,48603,30,0.5,0,2026-04-05T20:30:51.928242+00:00
0187,3923811,Rapid 523,1,INCOMING_AT,37.40848159790039,-122.05193328857422,33.14,EMPTY,1775421033,48633,48300,48300,333,5.55,1,2026-04-05T20:30:51.928242+00:00
0191,3923832,Rapid 523,22,IN_TRANSIT_TO,37.32312774658203,-121.94073486328124,28.95,EMPTY,1775421033,48633,49080,49080,-447,-7.45,0,2026-04-05T20:30:51.928242+00:00
0192,3924500,55,2,IN_TRANSIT_TO,37.40516662597656,-121.98018646240234,18.17,EMPTY,1775421033,48633,48655,48655,-22,-0.37,0,2026-04-05T20:30:51.928242+00:00
0193,3918009,23,39,INCOMING_AT,37.338409423828125,-121.8857192993164,0.0,EMPTY,1775421033,48633,48830,48830,-197,-3.28,0,2026-04-05T20:30:51.928242+00:00
0194,3919862,26,1,INCOMING_AT,37.32721710205078,-121.8109130859375,0.0,EMPTY,1775421033,48633,48720,48720,-87,-1.45,0,2026-04-05T20:30:51.928242+00:00
0196,3926240,60,31,IN_TRANSIT_TO,37.35191345214844,-121.9230499267578,0.72,EMPTY,1775421033,48633,48960,48960,-327,-5.45,0,2026-04-05T20:30:51.928242+00:00
3401,3934848,77,9,IN_TRANSIT_TO,37.389373779296875,-121.88786315917967,33.07,EMPTY,1775421033,48633,48600,48600,33,0.55,0,2026-04-05T20:30:51.928242+00:00
3402,3925433,57,1,INCOMING_AT,37.40363311767578,-121.98015594482422,0.04,EMPTY,1775421033,48633,48600,48600,33,0.55,0,2026-04-05T20:30:51.928242+00:00
3403,3928312,66,69,IN_TRANSIT_TO,37.264198303222656,-121.83113861083984,37.23,EMPTY,1775421033,48633,48873,48873,-240,-4.0,0,2026-04-05T20:30:51.928242+00:00
3405,3934847,77,34,IN_TRANSIT_TO,37.32389450073242,-121.8085708618164,17.67,EMPTY,1775421033,48633,49080,49080,-447,-7.45,0,2026-04-05T20:30:51.928242+00:00
3414,3928266,66,1,INCOMING_AT,37.23672103881836,-121.78953552246094,0.0,EMPTY,1775421033,48633,49320,49320,-687,-11.45,0,2026-04-05T20:30:51.928242+00:00
3415,3924499,55,31,INCOMING_AT,37.35251235961914,-122.03248596191406,0.01,EMPTY,1775421033,48633,48780,48780,-147,-2.45,0,2026-04-05T20:30:51.928242+00:00
3416,3924851,56,8,INCOMING_AT,37.3129997253418,-121.8789520263672,26.43,EMPTY,1775421033,48633,48850,48850,-217,-3.62,0,2026-04-05T20:30:51.928242+00:00
3422,3925432,57,29,IN_TRANSIT_TO,37.30158233642578,-121.98126220703124,0.07,EMPTY,1775421033,48633,48705,48705,-72,-1.2,0,2026-04-05T20:30:51.928242+00:00
3423,3925404,57,29,INCOMING_AT,37.357147216796875,-121.97771453857422,30.31,EMPTY,1775421033,48633,48468,48468,165,2.75,0,2026-04-05T20:30:51.928242+00:00
3428,3924875,56,34,IN_TRANSIT_TO,37.29237365722656,-121.99791717529295,0.0,EMPTY,1775421033,48633,48720,48720,-87,-1.45,0,2026-04-05T20:30:51.928242+00:00
3429,3924850,56,38,IN_TRANSIT_TO,37.29148483276367,-121.99176025390624,0.0,EMPTY,1775421033,48633,48900,48900,-267,-4.45,0,2026-04-05T20:30:51.928242+00:00
3430,3933092,71,1,INCOMING_AT,37.410037994384766,-121.89188385009766,0.0,EMPTY,1775421033,48633,50100,50100,-1467,-24.45,0,2026-04-05T20:30:51.928242+00:00
3431,3920392,27,37,INCOMING_AT,37.243560791015625,-121.9231185913086,0.0,EMPTY,1775421033,48633,48780,48780,-147,-2.45,0,2026-04-05T20:30:51.928242+00:00
3434,3924478,55,7,IN_TRANSIT_TO,37.32312774658203,-122.03216552734376,24.07,EMPTY,1775421033,48633,48680,48680,-47,-0.78,0,2026-04-05T20:30:51.928242+00:00
3435,3919861,26,24,IN_TRANSIT_TO,37.28065490722656,-121.91172790527344,11.12,EMPTY,1775421033,48633,48600,48600,33,0.55,0,2026-04-05T20:30:51.928242+00:00
3439,3934817,77,23,INCOMING_AT,37.36993408203125,-121.87478637695312,0.01,EMPTY,1775421033,48633,48540,48540,93,1.55,0,2026-04-05T20:30:51.928242+00:00
3447,3919880,26,40,IN_TRANSIT_TO,37.287105560302734,-121.95343780517578,26.77,FEW_SEATS_AVAILABLE,1775421033,48633,48288,48288,345,5.75,1,2026-04-05T20:30:51.928242+00:00
3449,3934253,73,5,INCOMING_AT,37.33850860595703,-121.8855438232422,0.0,EMPTY,1775421033,48633,48515,48515,118,1.97,0,2026-04-05T20:30:51.928242+00:00
3453,3918972,25,38,INCOMING_AT,37.30693817138672,-121.90444946289062,33.82,EMPTY,1775421033,48633,48538,48538,95,1.58,0,2026-04-05T20:30:51.928242+00:00
3454,3928326,66,73,IN_TRANSIT_TO,37.23855209350586,-121.83065795898438,37.0,EMPTY,1775421033,48633,48003,48003,630,10.5,1,2026-04-05T20:30:51.928242+00:00
3457,3919008,25,1,INCOMING_AT,37.3582649230957,-121.83279418945312,0.0,EMPTY,1775421033,48633,50040,50040,-1407,-23.45,0,2026-04-05T20:30:51.928242+00:00
3458,3919039,25,1,INCOMING_AT,37.35799407958984,-121.8325653076172,0.0,EMPTY,1775421033,48633,49140,49140,-507,-8.45,0,2026-04-05T20:30:51.928242+00:00
3460,3919892,26,10,IN_TRANSIT_TO,37.303733825683594,-121.85457611083984,4.13,EMPTY,1775421033,48633,48720,48720,-87,-1.45,0,2026-04-05T20:30:51.928242+00:00
3461,3929743,70,54,IN_TRANSIT_TO,37.41455078125,-121.88016510009766,37.95,EMPTY,1775421033,48633,48989,48989,-356,-5.93,0,2026-04-05T20:30:51.928242+00:00
3462,3918971,25,28,IN_TRANSIT_TO,37.32674789428711,-121.86295318603516,31.82,EMPTY,1775421033,48633,48931,48931,-298,-4.97,0,2026-04-05T20:30:51.928242+00:00
3463,3927523,64A,1,INCOMING_AT,37.37478256225586,-121.83634948730467,0.0,EMPTY,1775421033,48633,49260,49260,-627,-10.45,0,2026-04-05T20:30:51.928242+00:00
